SENTENCE,DATE,EXERCISE,CLASS SEAT,PROTAGONIST IS OBJECT,PROTAGONIST IS AGENT,TYPE,PREVIOUS ACTION,DEPENDENCY 1,DEPENDENCY 2,DEPENDENCY 3
"“Pero entonces, ¿Hay infinitos, infinitos de verdad?”  volvió a preguntar James pensativo.",23/5/18,1-1,12,TRUE,TRUE,Plot Action,,"Además en este caso, el océano es infinito.” respondió Mandy como si intentara explicarselo a un chaval de 16 años.",,
"“Si, eso es lo que se cree.” comenzó Mandy su explicación, “Si tienes infinitos universos, por muy pequeña que sea la probabilidad de que exista vida en alguno de ellos, también son infinitos, por lo tanto hay infinitos universos en los que hay vida.",23/5/18,1-1,12,TRUE,TRUE,Plot Action,,"“Pero entonces, ¿Hay infinitos, infinitos de verdad?”  volvió a preguntar James pensativo.",,
"Como las acciones que pueden ocurrir en un determinado momento son finitas, por ejemplo, las acciones que puedo realizar ahora mismo, por muchas que sean, son finitas, entonces se da un fenómeno muy curioso.",23/5/18,1-1,12,TRUE,TRUE,Plot Action,,"“Si, eso es lo que se cree.” comenzó Mandy su explicación, “Si tienes infinitos universos, por muy pequeña que sea la probabilidad de que exista vida en alguno de ellos, también son infinitos, por lo tanto hay infinitos universos en los que hay vida.","“Pero entonces, ¿Hay infinitos, infinitos de verdad?”  volvió a preguntar James pensativo.",
"Ahora mismo hay infinitos universos en los que ahora mismo hay una persona exactamente igual que yo, en el mismo lugar que yo, explicandole lo mismo a una persona igual que tu.",23/5/18,1-1,12,TRUE,TRUE,Plot Action,,"Como las acciones que pueden ocurrir en un determinado momento son finitas, por ejemplo, las acciones que puedo realizar ahora mismo, por muchas que sean, son finitas, entonces se da un fenómeno muy curioso.","“Pero entonces, ¿Hay infinitos, infinitos de verdad?”  volvió a preguntar James pensativo.",
"Y si alguien estuviera escribiendo una historia de una página en la que yo te explico lo mismo a ti, también habría infinitos universos en los que estuviera pasando eso.”",23/5/18,1-1,12,TRUE,TRUE,Plot Action,,"Ahora mismo hay infinitos universos en los que ahora mismo hay una persona exactamente igual que yo, en el mismo lugar que yo, explicandole lo mismo a una persona igual que tu.","“Pero entonces, ¿Hay infinitos, infinitos de verdad?”  volvió a preguntar James pensativo.",
"“Buah, eso es imposible.” respondió exceptico.",23/5/18,1-1,12,TRUE,TRUE,Plot Action,,"Y si alguien estuviera escribiendo una historia de una página en la que yo te explico lo mismo a ti, también habría infinitos universos en los que estuviera pasando eso.”",,
"“Puedes creertelo o no, pero los datos es lo que nos dicen.",23/5/18,1-1,12,TRUE,TRUE,Plot Action,,"“Buah, eso es imposible.” respondió exceptico.",,
Ahora mismo estoy trabajando en un escáner que me permitiría poder determinar si esta teoría es verdad y si los universos están organizados como una red o como un árbol” dijo Mandy.,23/5/18,1-1,12,TRUE,TRUE,Plot Action,,"“Puedes creertelo o no, pero los datos es lo que nos dicen.","“Buah, eso es imposible.” respondió exceptico.",
"“¿Cómo, cómo, cómo?” James mostraba una postura entre extrañada y sorprendida.",23/5/18,1-1,12,TRUE,TRUE,Plot Action,,Ahora mismo estoy trabajando en un escáner que me permitiría poder determinar si esta teoría es verdad y si los universos están organizados como una red o como un árbol” dijo Mandy.,,
"“Loso universos deben estar organizados de alguna forma, pueden estar unidos unos con otros, incluso para llegar de uno a otro tienes que recorrer varias uniones… Nosotros a esas uniones las llamamos enlaces, son canalizaciones de partículas cósmicas que unen unos universos con otros.",23/5/18,1-1,12,TRUE,TRUE,Plot Action,,"“¿Cómo, cómo, cómo?” James mostraba una postura entre extrañada y sorprendida.",,
"Ahora mismo mi trabajo se reduce a determinar cómo estan conectados estos infinitos y lo más importante, si se puede saltar de uno a otro” concluyó.",23/5/18,1-1,12,TRUE,TRUE,Plot Action,,"“Loso universos deben estar organizados de alguna forma, pueden estar unidos unos con otros, incluso para llegar de uno a otro tienes que recorrer varias uniones… Nosotros a esas uniones las llamamos enlaces, son canalizaciones de partículas cósmicas que unen unos universos con otros.","“¿Cómo, cómo, cómo?” James mostraba una postura entre extrañada y sorprendida.",
“Así que por ejemplo podría existir un universo en el que en realidad yo soy un viajero que ha saltado de un universo a otro y tu me estás contanto esto” preguntó.,23/5/18,1-1,12,TRUE,TRUE,Plot Action,,"Ahora mismo mi trabajo se reduce a determinar cómo estan conectados estos infinitos y lo más importante, si se puede saltar de uno a otro” concluyó.",,
"“Uno no, infinitos”.",23/5/18,1-1,12,TRUE,TRUE,Plot Action,,“Así que por ejemplo podría existir un universo en el que en realidad yo soy un viajero que ha saltado de un universo a otro y tu me estás contanto esto” preguntó.,,
"Hace unos pocos años, en un pequeño pueblo que había en medio de un bosque, vivía Raquel, una niña de unos 8 años, pelo rubio y corto y unos ojos marrones muy grandes y bonitos.",23/5/18,1-1,15,FALSE,TRUE,Plot Description,,,,
"A menudo, llevaba vestidos y decoraba su pelo con un lacito rojo.",23/5/18,1-1,15,FALSE,TRUE,Plot Description,,"Hace unos pocos años, en un pequeño pueblo que había en medio de un bosque, vivía Raquel, una niña de unos 8 años, pelo rubio y corto y unos ojos marrones muy grandes y bonitos.",,
"Todos los días, salía a dar un paseo por la mañana con su perra Nini.",23/5/18,1-1,15,FALSE,TRUE,Plot Description,,,,
Se podían pasar horas y horas jugando juntas entre los árboles del bosque.,23/5/18,1-1,15,FALSE,TRUE,Plot Description,,"Todos los días, salía a dar un paseo por la mañana con su perra Nini.","Hace unos pocos años, en un pequeño pueblo que había en medio de un bosque, vivía Raquel, una niña de unos 8 años, pelo rubio y corto y unos ojos marrones muy grandes y bonitos.",
"Su madre no se preocupaba, sabía que Raquel era una niña muy responsable, a pesar de su corta edad, y, como estaba de vacaciones de verano, no tenía ninguna responsabilidad.",23/5/18,1-1,15,TRUE,FALSE,Plot Description,,,,
"Una mañana, como otra cualquiera, Raquel y Nini salieron a dar su paseo mañanero.",23/5/18,1-1,15,FALSE,TRUE,Plot Action,,,,
"Estaban jugando en un lugar que, Raquel, consideraba como su sitio secreto.",23/5/18,1-1,15,FALSE,TRUE,Plot Action,,"Una mañana, como otra cualquiera, Raquel y Nini salieron a dar su paseo mañanero.",,
"Éste, era un conjunto de árboles, un poco más juntos de lo normal, que, entre ellos, formaban un pequeño claro.",23/5/18,1-1,15,FALSE,FALSE,Plot Description,,"Estaban jugando en un lugar que, Raquel, consideraba como su sitio secreto.",,
"Era de difícil acceso, solo una niña pequeña, como ella, o algún que otro animal podría entrar.",23/5/18,1-1,15,TRUE,FALSE,Plot Description,,"Éste, era un conjunto de árboles, un poco más juntos de lo normal, que, entre ellos, formaban un pequeño claro.",,
Les encantaba ir allí.,23/5/18,1-1,15,FALSE,TRUE,Plot Description,,"Éste, era un conjunto de árboles, un poco más juntos de lo normal, que, entre ellos, formaban un pequeño claro.",,
Se sentía protegidad y agusto.,23/5/18,1-1,15,FALSE,TRUE,Plot Action,,Les encantaba ir allí.,,
Su juego favorito era hacer construcciones.,23/5/18,1-1,15,FALSE,TRUE,Plot Description,,,,
"Raquel, a lo largo del camino a su sitio secrero, iba recogiendo palos, hojas, piedras y cualquier otra cosa que considerara que podría servirle.",23/5/18,1-1,15,FALSE,TRUE,Plot Action,,"Estaban jugando en un lugar que, Raquel, consideraba como su sitio secreto.",,
"Mientras, Nini, iba olisqueándolo todo y marcando su territorio al mismo tiempo que se aseguraba de que Raquel estuviese bien.",23/5/18,1-1,15,TRUE,FALSE,Plot Action,,"Raquel, a lo largo del camino a su sitio secrero, iba recogiendo palos, hojas, piedras y cualquier otra cosa que considerara que podría servirle.",,
"Una vez llegaban a su escondite, Raquel dejaba todo el el suelo y, con un poco de barro que había en una esquina y usándolo como pegamento, empezaba a construir cosas.",23/5/18,1-1,15,FALSE,TRUE,Plot Action,,"Raquel, a lo largo del camino a su sitio secrero, iba recogiendo palos, hojas, piedras y cualquier otra cosa que considerara que podría servirle.","Estaban jugando en un lugar que, Raquel, consideraba como su sitio secreto.",
"Cada día se le ocurria una cosa nueva: una casa, un animal,... En alguna ocasión llegó a hacerle un retrato a Nini, aunque fue un poco complicado porque ésta no paraba de moverse.",23/5/18,1-1,15,FALSE,TRUE,Plot Action,,"Una vez llegaban a su escondite, Raquel dejaba todo el el suelo y, con un poco de barro que había en una esquina y usándolo como pegamento, empezaba a construir cosas.",,
"Pero, en las últimas semanas, ya no se le ocurrían ideas.",23/5/18,1-1,15,FALSE,TRUE,Plot Description,,"Cada día se le ocurria una cosa nueva: una casa, un animal,... En alguna ocasión llegó a hacerle un retrato a Nini, aunque fue un poco complicado porque ésta no paraba de moverse.",,
"Hacía no demasiado, le había oído a un niño por la calle que le gustaría volar, y eso se le quedó gravado en la cabeza.",23/5/18,1-1,15,FALSE,TRUE,Plot Action,,"Pero, en las últimas semanas, ya no se le ocurrían ideas.",,
No podía pensar en otra cosa que no fuese volar y disfrutar como un pájaro.,23/5/18,1-1,15,FALSE,TRUE,Plot Action,,"Hacía no demasiado, le había oído a un niño por la calle que le gustaría volar, y eso se le quedó gravado en la cabeza.",,
Se pasaba el día imaginando lo divertido que sería subir a las nubes y verlo todo desde allí arriba.,23/5/18,1-1,15,FALSE,TRUE,Plot Action,,No podía pensar en otra cosa que no fuese volar y disfrutar como un pájaro.,,
"Ese día, vio que su futuro como artista constructora con barro y palos no podía seguir adelante si seguía con la cabeza en las nubes, decidió cambiar de hobbie.",23/5/18,1-1,15,FALSE,TRUE,Plot Action,,Se pasaba el día imaginando lo divertido que sería subir a las nubes y verlo todo desde allí arriba.,"Una vez llegaban a su escondite, Raquel dejaba todo el el suelo y, con un poco de barro que había en una esquina y usándolo como pegamento, empezaba a construir cosas.",
"Desde entonces, nada más llegar a su sitio secreto, se tumba boca arriba y, por un pequeño hueco que dejan los arboles en lo más alto, observa el cielo mientras se imagina allí arriba.",23/5/18,1-1,15,FALSE,TRUE,Plot Action,,"Ese día, vio que su futuro como artista constructora con barro y palos no podía seguir adelante si seguía con la cabeza en las nubes, decidió cambiar de hobbie.",,
"Juega con la forma de las nubes, con los pájaros y con el sol.",23/5/18,1-1,15,FALSE,TRUE,Plot Action,"Desde entonces, nada más llegar a su sitio secreto, se tumba boca arriba y, por un pequeño hueco que dejan los arboles en lo más alto, observa el cielo mientras se imagina allí arriba.","Desde entonces, nada más llegar a su sitio secreto, se tumba boca arriba y, por un pequeño hueco que dejan los arboles en lo más alto, observa el cielo mientras se imagina allí arriba.",,
"Pero, no le da suficiente entretenimiento.",23/5/18,1-1,15,FALSE,TRUE,Plot Description,,"Juega con la forma de las nubes, con los pájaros y con el sol.",,
"Decide que, si pudiese ir por la noche, podría obsevar detenidamente cosas que nunca ha tenido oportunidad: la luna, las estrellas, los planetas,... Pero ella sabe bien que, aunque su madre confíe mucho en ella, no le dejaría, jamás, ir sola de noche por un sitio tan peligroso como es el bosque.",23/5/18,1-1,15,FALSE,TRUE,Plot Action,,"Pero, no le da suficiente entretenimiento.",,
Esto es divertido.,23/5/18,1-1,16,TRUE,TRUE,Plot Action,,,,
"Podría haber muerto y aquí sigo, vivo.",23/5/18,1-1,16,FALSE,TRUE,Plot Action,,,,
¿Cuanta gente puede contar que ha sobrevivido a esto?,23/5/18,1-1,16,FALSE,TRUE,Plot Action,,¿Cuanta gente puede contar que ha sobrevivido a esto?,,
¿Cuantos rayos te pueden caer encima y que sigas andando?,23/5/18,1-1,16,FALSE,TRUE,Plot Action,,¿Cuantos rayos te pueden caer encima y que sigas andando?,¿Cuanta gente puede contar que ha sobrevivido a esto?,
Probablemente sea el único y lo mejor es que no lo entiendo.,23/5/18,1-1,16,TRUE,TRUE,Plot Action,,¿Cuanta gente puede contar que ha sobrevivido a esto?,,
"Ni siquiera me ha quemado, no siento dolor alguno.",23/5/18,1-1,16,TRUE,TRUE,Plot Action,,"Podría haber muerto y aquí sigo, vivo.",,
Incluso pensé que estaba en “El Cielo”.,23/5/18,1-1,16,FALSE,TRUE,Plot Action,,"Podría haber muerto y aquí sigo, vivo.",,
"Pero no, sigo con los pies en este mojado suelo, empapado y con la ropa destrozada.",23/5/18,1-1,16,FALSE,TRUE,Plot Action,,"Podría haber muerto y aquí sigo, vivo.",,
Tampoco me gustaba.,23/5/18,1-1,16,FALSE,TRUE,Plot Action,,"Pero no, sigo con los pies en este mojado suelo, empapado y con la ropa destrozada.",,
¿Realmente me ha caido un rayo?,23/5/18,1-1,16,TRUE,FALSE,Plot Action,,,,
"Porque aun siento toda esa energía, la electricidad corriendo por cada uno de mis nervios.",23/5/18,1-1,16,FALSE,TRUE,Plot Action,,¿Realmente me ha caido un rayo?,,
"Como cuando tocas a alguien y te da calambre, toda esa electricidad estática que nos recorre de un punto a otro por conectarnos a otro cuerpo.",23/5/18,1-1,16,FALSE,TRUE,Plot Action,,"Porque aun siento toda esa energía, la electricidad corriendo por cada uno de mis nervios.",,
"Sin embargo, también es distinto, no me duele, no hay calambres.",23/5/18,1-1,16,TRUE,FALSE,Plot Action,,"Como cuando tocas a alguien y te da calambre, toda esa electricidad estática que nos recorre de un punto a otro por conectarnos a otro cuerpo.","Porque aun siento toda esa energía, la electricidad corriendo por cada uno de mis nervios.",
"Me miro los brazos y veo fluctuar la energía, descargas de un tono azulado.",23/5/18,1-1,16,FALSE,TRUE,Plot Action,,"Como cuando tocas a alguien y te da calambre, toda esa electricidad estática que nos recorre de un punto a otro por conectarnos a otro cuerpo.","Porque aun siento toda esa energía, la electricidad corriendo por cada uno de mis nervios.",
"Solo me cabe pensar que es imposible, no puede ser verdad.",23/5/18,1-1,16,TRUE,TRUE,Plot Action,,¿Realmente me ha caido un rayo?,"Podría haber muerto y aquí sigo, vivo.",
"Quizá esté soñando, siempre me han molado las historias de super héroes, pero lo noto todo tan real… Decido pellizcarme, ese dolor si que lo siento.",23/5/18,1-1,16,FALSE,TRUE,Plot Action,,"Solo me cabe pensar que es imposible, no puede ser verdad.",,
"Y sigo donde estaba, bajo la lluvia, no despierto en ninguna cama.",23/5/18,1-1,16,FALSE,TRUE,Plot Action,"Quizá esté soñando, siempre me han molado las historias de super héroes, pero lo noto todo tan real… Decido pellizcarme, ese dolor si que lo siento.","Quizá esté soñando, siempre me han molado las historias de super héroes, pero lo noto todo tan real… Decido pellizcarme, ese dolor si que lo siento.",,
"Podríais pensar que fue un paraguas el que atrajo el rayo mientras paseaba, pero siento decir que no suelo usarlos, la electricidad me alcanzó sin más, como si yo mismo la atrajera de alguna forma.",23/5/18,1-1,16,TRUE,FALSE,Plot Action,,"Porque aun siento toda esa energía, la electricidad corriendo por cada uno de mis nervios.",,
"Y lo mejor de todo es que me sentía lleno, completo, cargado.",23/5/18,1-1,16,TRUE,TRUE,Plot Action,,"Podríais pensar que fue un paraguas el que atrajo el rayo mientras paseaba, pero siento decir que no suelo usarlos, la electricidad me alcanzó sin más, como si yo mismo la atrajera de alguna forma.",,
Sentía que mi cuerpo respondía como siempre había estado esperando.,23/5/18,1-1,16,FALSE,TRUE,Plot Description,,"Y lo mejor de todo es que me sentía lleno, completo, cargado.",,
Que yo era energía y la electricidad parte de mi cuerpo.,23/5/18,1-1,16,TRUE,FALSE,Plot Description,,Sentía que mi cuerpo respondía como siempre había estado esperando.,"Y lo mejor de todo es que me sentía lleno, completo, cargado.",
"Obviamente, y dada mi naturaleza a imaginarme poderes pensé que quizá podría usarlo, que podría descargar esta energía, sacarla fuera.",23/5/18,1-1,16,FALSE,FALSE,Plot Description,,"Quizá esté soñando, siempre me han molado las historias de super héroes, pero lo noto todo tan real… Decido pellizcarme, ese dolor si que lo siento.",,
"Me concentro en mi mano derecha y deseo liberar la carga, derle forma.",23/5/18,1-1,16,FALSE,TRUE,Plot Action,,,,
"Siento un cosquilleo y observo como las fluztuaciones de electricidad se concentran, forman una esfera.",23/5/18,1-1,16,FALSE,TRUE,Plot Action,,"Me concentro en mi mano derecha y deseo liberar la carga, derle forma.",,
"Cuando tiene un tamaño considerable la toco con la otra mano, sigue sin ser doloroso, es incluso agradable.",23/5/18,1-1,16,FALSE,TRUE,Plot Action,,"Siento un cosquilleo y observo como las fluztuaciones de electricidad se concentran, forman una esfera.",,
Me fijo en uno de los árboles de mi alrededor y decido lanzarla.,23/5/18,1-1,16,FALSE,TRUE,Plot Action,,"Cuando tiene un tamaño considerable la toco con la otra mano, sigue sin ser doloroso, es incluso agradable.",,
"Se proyecta hasta él y deja una pequeña marca al tocarlo, lo quema.",23/5/18,1-1,16,FALSE,FALSE,Plot Description,,Me fijo en uno de los árboles de mi alrededor y decido lanzarla.,,
"La felicidad me llena, me abraza de forma maravillosa.",23/5/18,1-1,16,FALSE,TRUE,Plot Action,,,,
¡Tengo poderes!,23/5/18,1-1,16,TRUE,TRUE,Plot Description,,"La felicidad me llena, me abraza de forma maravillosa.",,
y tened por seguro que voy a utilizarlos.,23/5/18,1-1,16,FALSE,TRUE,Plot Description,,¡Tengo poderes!,,
"Era una mañana de Enero, mis padres estaban enfadados entre ellos, y conmigo, sin más razón aparente que mi existencia.",23/5/18,1-1,18,TRUE,FALSE,Plot Description,,,,
Mi hermana estaba conociendo a un chico y no había forma de establecer comunicación de más de 2 minutos con ella sin que le sonase el móvil y distrajese su atención.,23/5/18,1-1,18,FALSE,TRUE,Plot Description,,,,
Todo era un caos en casa.,23/5/18,1-1,18,FALSE,FALSE,Plot Description,,,,
"Problemas familiares, enfados entre familias -materna y paterna-, enfrentaba a todos mis tíos en equipos, a los que yo llamaba: “team Juana” y “team Celia”, así es como se llamaban mis abuelas, materna y paterna respectivamente.",23/5/18,1-1,18,TRUE,FALSE,Plot Description,,Todo era un caos en casa.,,
"Dada esta situación de malestar, paso los días sin salir de mi cuarto, sin mayor motivación más que escapar de la situación abrumadora que vivía en casa.",23/5/18,1-1,18,FALSE,TRUE,Plot Action,,"Problemas familiares, enfados entre familias -materna y paterna-, enfrentaba a todos mis tíos en equipos, a los que yo llamaba: “team Juana” y “team Celia”, así es como se llamaban mis abuelas, materna y paterna respectivamente.",,
"Estudiaba, leía, me distraía viendo vídeos de resolución de acertijos.",23/5/18,1-1,18,FALSE,TRUE,Plot Action,,"Dada esta situación de malestar, paso los días sin salir de mi cuarto, sin mayor motivación más que escapar de la situación abrumadora que vivía en casa.",,
"Nada aparentemente apasionante, cuando leí en un canal de noticias la posibilidad de viajar, no solo a otro pais, sino fuera del planeta… Pensé: ¡Esto es para mí!, estaban pidiendo voluntarios para hacer un experimento, un viaje al planeta más llamativo y exótico debido a sus grandes anillos, siempre me encantó Saturno.",23/5/18,1-1,18,FALSE,TRUE,Plot Action,,"Estudiaba, leía, me distraía viendo vídeos de resolución de acertijos.",,
"No dudé, lo comenté vagamente con mi hermana, la cual, como era de esperar, no me prestó mucha atención, por lo que pensó que bromeaba, y me adentré en la aventura con un click.",23/5/18,1-1,18,FALSE,TRUE,Plot Action,,"Nada aparentemente apasionante, cuando leí en un canal de noticias la posibilidad de viajar, no solo a otro pais, sino fuera del planeta… Pensé: ¡Esto es para mí!, estaban pidiendo voluntarios para hacer un experimento, un viaje al planeta más llamativo y exótico debido a sus grandes anillos, siempre me encantó Saturno.",,
"Lo que no me esperaba viene a continuación, llegó una llamada a casa por parte de la empresa que desarrollaba el proyecto, en la que comentaban que había sido seleccionada para embarcarme en la nave y llegar a Saturno en 2020.",23/5/18,1-1,18,TRUE,FALSE,Plot Description,,"No dudé, lo comenté vagamente con mi hermana, la cual, como era de esperar, no me prestó mucha atención, por lo que pensó que bromeaba, y me adentré en la aventura con un click.",,
"La peor parte fue que el teléfono lo cogió mi padre, que sin noticia previa, se enteró de mi plan de huida radical.",23/5/18,1-1,18,TRUE,FALSE,Plot Action,,"Lo que no me esperaba viene a continuación, llegó una llamada a casa por parte de la empresa que desarrollaba el proyecto, en la que comentaban que había sido seleccionada para embarcarme en la nave y llegar a Saturno en 2020.",,
"A partir de ese momento fue cuando surgieron las peleas, si cabe, ya que las que había antes no eran pocas, ya que podían tanto llamarme cobarde por huir de la situación de esa manera, a lo que yo pensaba: “¿Cobarde?¡Me voy a ir a Saturno!”, como decirme que todo se arreglaría y que me querían, que arreglaríamos los problemas familiares.",23/5/18,1-1,18,FALSE,TRUE,Plot Action,,"La peor parte fue que el teléfono lo cogió mi padre, que sin noticia previa, se enteró de mi plan de huida radical.",,
"Ninguno de sus ruegos hizo cambiar mi opinión, a veces hay que lanzarse al vacío, nunca mejor dicho, para aclarar ideas, entender las situaciones así como a uno mismo.",23/5/18,1-1,18,FALSE,TRUE,Plot Action,,"A partir de ese momento fue cuando surgieron las peleas, si cabe, ya que las que había antes no eran pocas, ya que podían tanto llamarme cobarde por huir de la situación de esa manera, a lo que yo pensaba: “¿Cobarde?¡Me voy a ir a Saturno!”, como decirme que todo se arreglaría y que me querían, que arreglaríamos los problemas familiares.",,
"Es por ello que, me mentalicé durante los años restantes a la partida de la nave para olvidarme de todo, ya que no nos habían asegurado un viaje de vuelta, ni siquiera podía saber, con certeza, si iba a poder volver.",23/5/18,1-1,18,FALSE,TRUE,Plot Action,,"Ninguno de sus ruegos hizo cambiar mi opinión, a veces hay que lanzarse al vacío, nunca mejor dicho, para aclarar ideas, entender las situaciones así como a uno mismo.",,
"Así conocí a mis compañeros de aventura, cada uno con un motivo diferente, y sin ningún punto en común, parecía que ibamos a tener que aprender a llevarnos bien.",23/5/18,1-1,18,FALSE,TRUE,Plot Action,,"Es por ello que, me mentalicé durante los años restantes a la partida de la nave para olvidarme de todo, ya que no nos habían asegurado un viaje de vuelta, ni siquiera podía saber, con certeza, si iba a poder volver.",,
"Y el día llegó, despegabamos.",23/5/18,1-1,18,TRUE,FALSE,Plot Action,,"Lo que no me esperaba viene a continuación, llegó una llamada a casa por parte de la empresa que desarrollaba el proyecto, en la que comentaban que había sido seleccionada para embarcarme en la nave y llegar a Saturno en 2020.",,
"10-12-2020, yo cumplía 22 años, era perfecto, ¡hasta me sentía favorecida con el traje que nos habían dado!",23/5/18,1-1,18,FALSE,TRUE,Plot Action,,"Y el día llegó, despegabamos.",,
"Todo el país, todo el mundo estaba esperando este momento y nos despedían como héroes, ibamos a conocer mundo nuevo!.",23/5/18,1-1,18,TRUE,FALSE,Plot Description,,"Y el día llegó, despegabamos.",,
"Ese fue el momento en el cual empezamos a notar un tímido temblor en los asientos, que se fue incrementando paulatinamente, el cual, segundos después, vino acompañado de un fuerte ruido y más temblores en las paredes de la nave.",23/5/18,1-1,18,FALSE,TRUE,Plot Action,,"Y el día llegó, despegabamos.",,
"Segundos después estabamos viendo cómo nos alejábamos del suelo, dejando en tierra todos nuestros problemas.",23/5/18,1-1,18,FALSE,TRUE,Plot Action,,"10-12-2020, yo cumplía 22 años, era perfecto, ¡hasta me sentía favorecida con el traje que nos habían dado!",,
"Había una vez una cigüeña, tan sabia que lo sabia todo.",24/5/18,1-1,17,FALSE,TRUE,Plot Description,,,,
"Era una cigüeña que había vivido tanto que lo había visto todo, había viajado por todo el mundo y conocido a todos los pájaros diferentes.",24/5/18,1-1,17,FALSE,TRUE,Plot Description,,"Había una vez una cigüeña, tan sabia que lo sabia todo.",,
Era tan sabia que veía la verdad.,24/5/18,1-1,17,FALSE,TRUE,Plot Description,,"Había una vez una cigüeña, tan sabia que lo sabia todo.",,
"Pero esa cigueña era una leyenda, y nadie sabia si existía en realidad.",24/5/18,1-1,17,TRUE,FALSE,Plot Description,,"Había una vez una cigüeña, tan sabia que lo sabia todo.",,
"Había una vez una pluma, tan ligera que llevaba flotando desde siempre.",24/5/18,1-1,17,FALSE,TRUE,Plot Description,,,,
El aire nunca había dejado de empujarla.,24/5/18,1-1,17,TRUE,FALSE,Plot Description,,"Había una vez una pluma, tan ligera que llevaba flotando desde siempre.",,
Nunca había tocado el suelo.,24/5/18,1-1,17,TRUE,TRUE,Plot Description,,"Había una vez una pluma, tan ligera que llevaba flotando desde siempre.",,
A pesar de haber estado vagando por todo el mundo no sabía nada.,24/5/18,1-1,17,FALSE,TRUE,Plot Description,,"Había una vez una pluma, tan ligera que llevaba flotando desde siempre.",,
Su gran sueño era conocer a la cigüeña que lo sabia todo y poder preguntarle la verdad.,24/5/18,1-1,17,FALSE,TRUE,Plot Description,,"Había una vez una pluma, tan ligera que llevaba flotando desde siempre.",,
"Un día inesperado, la pluma noto algo extraño.",24/5/18,1-1,17,FALSE,TRUE,Plot Action,,,,
El aire que siempre la mecía por las alturas paraba.,24/5/18,1-1,17,TRUE,FALSE,Plot Action,,"Un día inesperado, la pluma noto algo extraño.",,
Notó como descendía lentamente.,24/5/18,1-1,17,FALSE,TRUE,Plot Action,,El aire que siempre la mecía por las alturas paraba.,,
"Le pareció una eternidad, pero al final debía aproximarse al suelo.",24/5/18,1-1,17,FALSE,TRUE,Plot Action,,Notó como descendía lentamente.,,
La pluma no cupía en su excitación.,24/5/18,1-1,17,FALSE,TRUE,Plot Action,,"Le pareció una eternidad, pero al final debía aproximarse al suelo.",,
Una cigueña vieja estaba posada en una rama alta.,24/5/18,1-1,17,FALSE,TRUE,Plot Action,,,,
La pluma se posó en su pico.,24/5/18,1-1,17,TRUE,TRUE,Plot Action,,Una cigueña vieja estaba posada en una rama alta.,,
La cigueña miro a la pluma y vio la verdad en ella.,24/5/18,1-1,17,TRUE,TRUE,Plot Action,,La pluma se posó en su pico.,,
"Supo de su historia, supo de sus incógnitas y sus miedos.",24/5/18,1-1,17,TRUE,TRUE,Plot Action,,La cigueña miro a la pluma y vio la verdad en ella.,,
"La cigueña, solemne, le dijo a la pluma:",24/5/18,1-1,17,TRUE,TRUE,Plot Action,,"Supo de su historia, supo de sus incógnitas y sus miedos.",La pluma se posó en su pico.,
"<<La cigueña que tu buscas no existe, la verdad no existe en este mundo vacío sin suelo>>",24/5/18,1-1,17,TRUE,TRUE,Plot Action,"La cigueña, solemne, le dijo a la pluma:","La cigueña, solemne, le dijo a la pluma:",,
La cigueña vieja prendió el vuelo y con ella elevó a la pluma.,24/5/18,1-1,17,TRUE,TRUE,Plot Action,,,,
La pluma volvió a notar una corriente de viento y nunca mas dejó de notarla.,24/5/18,1-1,17,FALSE,TRUE,Plot Action,,La cigueña vieja prendió el vuelo y con ella elevó a la pluma.,,
"La pluma ya no tenía miedo, ni esperanza.",24/5/18,1-1,17,FALSE,TRUE,Plot Action,,"<<La cigueña que tu buscas no existe, la verdad no existe en este mundo vacío sin suelo>>",,
"“No se puede poner fin a las cosas que no tienen principio.”- dijo el Gran Maestro a todos los que querían escucharle como cada mañana en el parque frente al edificio principal.- “Pero tampoco tiene final aquello que dejamos a medias, ya que otro recogerá el relevo, antes o después, lo sepamos o no.”",25/5/18,1-1,1,TRUE,FALSE,Plot Action,,,,
"Como cada día, fuí a escucharle, junto a muchos otros conocidos o no, siempre en última fila, sin llamar mucho la atención.",25/5/18,1-1,1,FALSE,TRUE,Plot Action,,"“No se puede poner fin a las cosas que no tienen principio.”- dijo el Gran Maestro a todos los que querían escucharle como cada mañana en el parque frente al edificio principal.- “Pero tampoco tiene final aquello que dejamos a medias, ya que otro recogerá el relevo, antes o después, lo sepamos o no.”",,
"Siempre tenía cosas que contar, nuevas y fascinantes, nunca repetidas y de lo más variado: podía pasar tranquilamente de literatura actual a ideas extremadamente locas como viajar a la Luna.",25/5/18,1-1,1,FALSE,FALSE,Plot Description,,"Como cada día, fuí a escucharle, junto a muchos otros conocidos o no, siempre en última fila, sin llamar mucho la atención.","“No se puede poner fin a las cosas que no tienen principio.”- dijo el Gran Maestro a todos los que querían escucharle como cada mañana en el parque frente al edificio principal.- “Pero tampoco tiene final aquello que dejamos a medias, ya que otro recogerá el relevo, antes o después, lo sepamos o no.”",
